trajectory_id,split,index,du,dv,k,ic_seed
v2-training-0109,training,109,0.001007040310674868,0.005761426955835007,0.004129066175887262,20461031
v2-training-0110,training,110,0.0011312772666548035,0.005642732151597094,0.004304057827850507,20461032
v2-training-0111,training,111,0.001094093499504365,0.005762778257046088,0.004190420367412772,20461033
v2-training-0112,training,112,0.0009610920650853958,0.005904408136070113,0.004352412723432999,20461034
v2-training-0113,training,113,0.0009936076962508615,0.00572631446979838,0.005676526304318561,20461035
v2-training-0114,training,114,0.0008432111960308696,0.004427428793093828,0.004329986813582767,20461036
v2-training-0115,training,115,0.0011724908630342474,0.005267622452283508,0.004535123800133368,20461037
v2-training-0116,training,116,0.0010174920762788498,0.005596439088130619,0.0053665846108475815,20461038
v2-training-0117,training,117,0.0010778104168232818,0.00513342039152874,0.005095126182002871,20461039
v2-training-0118,training,118,0.0010621150730434582,0.005896962714089198,0.005873917258863275,20461040
v2-training-0119,training,119,0.0009542916270829109,0.005105424516194841,0.0044435997309721165,20461041
v2-training-0120,training,120,0.0010875902548983822,0.005437464213138248,0.004514641754212888,20461042
v2-training-0121,training,121,0.0010981660055705104,0.005050879326953669,0.005659397148178975,20461043
v2-training-0122,training,122,0.0009726663858855866,0.005472362529456281,0.005969829781637422,20461044
v2-training-0123,training,123,0.0008330444355328981,0.005901149667554026,0.004151889357787433,20461045
v2-training-0124,training,124,0.001107192208801552,0.004580952946862977,0.005219844556654583,20461046
v2-training-0125,training,125,0.0009627996744172794,0.005385591657723514,0.005996134046800857,20461047
v2-training-0126,training,126,0.0010489120932542378,0.005795068047712114,0.00425200909539675,20461048
v2-training-0127,training,127,0.0009652116158362124,0.0047111132032439645,0.005332734884419316,20461049
v2-training-0128,training,128,0.0011129955771737384,0.00507334457677266,0.004999203910831927,20461050
v2-training-0129,training,129,0.0010346423860914335,0.005382161243662973,0.004347962065267751,20461051
v2-training-0130,training,130,0.0008586592072372458,0.005719724416923611,0.005319301414930561,20461052
v2-training-0131,training,131,0.0011147564632887075,0.005942370879557395,0.004994990102441438,20461053
v2-training-0132,training,132,0.0010702540637302132,0.005952753380793449,0.005760122029627527,20461054
v2-training-0133,training,133,0.0010380323364078195,0.005163529692117233,0.005067134045320906,20461055
v2-training-0134,training,134,0.0009637329130089394,0.005292457429270901,0.005881486564582971,20461056
v2-training-0135,training,135,0.000947790507889583,0.0041948864333502985,0.004054830611653754,20461057
v2-training-0136,training,136,0.0009177669265390671,0.00426367712893717,0.004776851970688121,20461058
v2-training-0137,training,137,0.0010557188046874208,0.004669289345905794,0.004766857767842731,20461059
v2-training-0138,training,138,0.0008367762353943844,0.004910271115140233,0.004447509711018261,20461060
v2-training-0139,training,139,0.0009852489047168856,0.005928910414265331,0.004791163410149774,20461061
v2-training-0140,training,140,0.0011013044271675112,0.0044539011653129176,0.004589454191846841,20461062
v2-training-0141,training,141,0.0010588055228535876,0.005177116886013713,0.004318320762034479,20461063
v2-training-0142,training,142,0.0008128998677622056,0.004616463811671624,0.0043695609510887206,20461064
v2-training-0143,training,143,0.0008097664765488527,0.004313631513261211,0.005846420071566523,20461065
v2-training-0144,training,144,0.0011744015645886363,0.005807816645943967,0.005211663357077809,20461066
v2-training-0145,training,145,0.0010165507170308888,0.0053432827247650045,0.004218004507626022,20461067
v2-training-0146,training,146,0.0010513490012289933,0.005260882448256812,0.005043300035277092,20461068
v2-training-0147,training,147,0.0011452267422637952,0.004690933084387139,0.004694093648159254,20461069
v2-training-0148,training,148,0.0009601614100628658,0.004435468720583689,0.005832698487037075,20461070
v2-training-0149,training,149,0.0010706386702651698,0.004394327066371114,0.005739875611095516,20461071
v2-training-0150,training,150,0.0011757416948286483,0.005888448655644483,0.005309006874985609,20461072
v2-training-0151,training,151,0.0009343651691992916,0.00498764536625346,0.004594044342878027,20461073
v2-training-0152,training,152,0.0011393356150246718,0.005822468134891983,0.004117869352513676,20461074
v2-training-0153,training,153,0.0010815818726635715,0.004547644794430579,0.004045703135925547,20461075
v2-training-0154,training,154,0.0010088345661688955,0.005532913258023753,0.0056552934118991975,20461076
v2-training-0155,training,155,0.0008892551449957388,0.004228493619182546,0.00484663029318868,20461077
v2-training-0156,training,156,0.0009232051740669352,0.004522566142648009,0.005457631228338689,20461078
v2-training-0157,training,157,0.001182294788318106,0.005437991413878173,0.005853772313103397,20461079
v2-training-0158,training,158,0.0010356602164045636,0.0047696032709059755,0.005083268192747263,20461080
v2-training-0159,training,159,0.0009872271174681936,0.005256608766996591,0.00516210473025706,20461081
v2-training-0160,training,160,0.0009323886224898702,0.00474610122850724,0.005532215592463105,20461082
v2-training-0161,training,161,0.0011515771705651278,0.004609368693755915,0.004954223671484897,20461083
v2-training-0162,training,162,0.0008823968823164579,0.004280205702118485,0.0048420516592511,20461084
v2-training-0163,training,163,0.0009383757304301908,0.004558851022591879,0.00440049540171085,20461085
v2-training-0164,training,164,0.0010902000449746166,0.004383103056300998,0.005526964708976267,20461086
v2-training-0165,training,165,0.0008221256777887608,0.004221758719526326,0.005390436898177693,20461087
v2-training-0166,training,166,0.0009647978232302447,0.005168984092511853,0.004757553206253472,20461088
v2-training-0167,training,167,0.0010123517575015355,0.0043214394588708465,0.004697975063367658,20461089
v2-training-0168,training,168,0.0009722557544475595,0.005499717808037681,0.005631258027238592,20461090
v2-training-0169,training,169,0.0010201832975072621,0.005586836724561876,0.005573050379613983,20461091
v2-training-0170,training,170,0.0010949258998250741,0.005966781468698601,0.004883923555304703,20461092
v2-training-0171,training,171,0.0011539211670727428,0.004439559644699567,0.005651740518712865,20461093
v2-training-0172,training,172,0.0010185088368933105,0.005856891867827902,0.004888210149595883,20461094
v2-training-0173,training,173,0.0008071433281475422,0.005358172425702884,0.004735304312481519,20461095
v2-training-0174,training,174,0.0010162756861107482,0.005798385852917985,0.004772943120493019,20461096
v2-training-0175,training,175,0.0010822333987149232,0.00418536924259993,0.005314840035694732,20461097
v2-training-0176,training,176,0.0009560963256495199,0.00596338666395952,0.004161190476951733,20461098
v2-training-0177,training,177,0.0009464679023873337,0.005648409741432332,0.004495880712259457,20461099
v2-training-0178,training,178,0.0010519519707058844,0.004252758749764802,0.005933515195013214,20461100
v2-training-0179,training,179,0.0009127117581891243,0.005098481578585026,0.005172568827994153,20461101
v2-training-0180,training,180,0.0009070229352828507,0.005754001263102634,0.005420203775327076,20461102
v2-training-0181,training,181,0.0010635177600626833,0.00516634947049935,0.005936002026156298,20461103
v2-training-0182,training,182,0.0011342400284646312,0.005607366833117282,0.005105245125465152,20461104
v2-training-0183,training,183,0.0011613996471221107,0.004001988407775798,0.004304739700158363,20461105
v2-training-0184,training,184,0.0011353378479768712,0.00413747410558887,0.005423828057548222,20461106
v2-training-0185,training,185,0.0008124665231231046,0.005112373422513897,0.005665511750770723,20461107
v2-training-0186,training,186,0.0011538021086942541,0.005139673972743904,0.004741344976732955,20461108
v2-training-0187,training,187,0.0008899317970506439,0.005547791333594003,0.004328048677671862,20461109
v2-training-0188,training,188,0.000876754243382509,0.0054939434930303555,0.004164286085316561,20461110
v2-training-0189,training,189,0.0010015569379149731,0.004142862144535747,0.005515713948410271,20461111
v2-training-0190,training,190,0.001029568555197297,0.0042816292947679465,0.005623724283478352,20461112
v2-training-0191,training,191,0.0009888785377523102,0.0053724032277306846,0.004264755389724448,20461113
v2-training-0192,training,192,0.000825473419384425,0.0051554779807873995,0.004061772653571863,20461114
v2-training-0193,training,193,0.0009107379699685636,0.004698639043493064,0.00409494696515631,20461115
v2-training-0194,training,194,0.0008413975409860433,0.005488568011528895,0.005002078533600337,20461116
v2-training-0195,training,195,0.0010690020593979986,0.004648275578693285,0.004098296437365835,20461117
v2-training-0196,training,196,0.0010629196256383804,0.0059069041529532865,0.004826115745773489,20461118
v2-training-0197,training,197,0.0009519069040420738,0.0050671656530762495,0.005100871332133144,20461119
v2-training-0198,training,198,0.0008541654846822052,0.004476886572107094,0.004110928427804522,20461120
v2-training-0199,training,199,0.001031510699210118,0.00560045775986197,0.005156870961340933,20461121
v2-training-0200,training,200,0.0008958381356207161,0.004425375682668272,0.005777866991503642,20461122
v2-training-0201,training,201,0.0008227535195353543,0.0047557496779673985,0.004224634061945271,20461123
v2-training-0202,training,202,0.000984560680061332,0.005262141492188685,0.005674249112602956,20461124
v2-training-0203,training,203,0.0010548612900069753,0.005455795235425102,0.004557511284796308,20461125
v2-training-0204,training,204,0.0011630784202024437,0.004389508710978447,0.0051319784476107026,20461126
v2-training-0205,training,205,0.0009393668155400265,0.0041315730745114165,0.004562569718104927,20461127
v2-training-0206,training,206,0.0011105794681150717,0.004086192055759591,0.005055535194832764,20461128
v2-training-0207,training,207,0.0011344205656853672,0.00402514517738662,0.004338176901742603,20461129
v2-training-0208,training,208,0.0009447146234262494,0.004628126723125302,0.00489977296469008,20461130
v2-training-0209,training,209,0.0010362516694772243,0.005127771554738448,0.005975718141408501,20461131
v2-training-0210,training,210,0.0011477699512291197,0.005986524502194394,0.0057450867211246235,20461132
v2-training-0211,training,211,0.0010083330145164422,0.004246681574403766,0.004358196323941649,20461133
v2-training-0212,training,212,0.0010494421874863188,0.005652162119595656,0.005178353399598086,20461134
v2-training-0213,training,213,0.000987882010691751,0.004200747171380504,0.005508010126224503,20461135
v2-training-0214,training,214,0.0011439502671692914,0.004309690834315807,0.005604065585203514,20461136
v2-training-0215,training,215,0.000966822719690209,0.004630478907910872,0.004022878427629305,20461137
v2-training-0216,training,216,0.0009859811616728478,0.004197555767442461,0.004551995641734407,20461138
v2-training-0217,training,217,0.0011512365431333028,0.004972330910903804,0.004930875675699106,20461139
v2-training-0218,training,218,0.001000200555722731,0.005420740679364703,0.004525253424240086,20461140
v2-training-0219,training,219,0.000873510957540067,0.0040731691156822075,0.005638417586939944,20461141
v2-training-0220,training,220,0.0008978058429921331,0.005732999436073513,0.004806920029315752,20461142
v2-training-0221,training,221,0.0010150571343323675,0.0045896378952446065,0.005803365615984511,20461143
v2-training-0222,training,222,0.0010755509194022193,0.004233276062469136,0.005156221799437086,20461144
v2-training-0223,training,223,0.0009155607649584066,0.00509688087765754,0.005453248826267671,20461145
v2-training-0224,training,224,0.001040258016784205,0.00534918557834125,0.005274519091966282,20461146
v2-training-0225,training,225,0.0009285924497842464,0.005208691906814717,0.004360651167333459,20461147
v2-training-0226,training,226,0.0008106226629567707,0.0040526674251570105,0.004910732522028625,20461148
v2-training-0227,training,227,0.0008026206652146806,0.004804938264705289,0.0056272060764918225,20461149
v2-training-0228,training,228,0.0009580893502841533,0.005634629942178938,0.00421440611351608,20461150
v2-training-0229,training,229,0.0011154898170613599,0.004966729576526498,0.0052685544229355615,20461151
v2-training-0230,training,230,0.000997280936035216,0.0052132782706353804,0.004148138854649358,20461152
v2-training-0231,training,231,0.0009530342334019876,0.005659280931219058,0.0049602207793624994,20461153
v2-training-0232,training,232,0.000857472758407714,0.0046940274063874896,0.004942090721931042,20461154
v2-training-0233,training,233,0.001167820077923364,0.005074699268017966,0.004654736670240804,20461155
v2-training-0234,training,234,0.0010890082775501186,0.005847868733861796,0.0054834517377960945,20461156
v2-training-0235,training,235,0.0008346895246854868,0.005084651198979806,0.00542660412183229,20461157
v2-training-0236,training,236,0.0010212376874987662,0.005618137993130343,0.004876693576622761,20461158
v2-training-0237,training,237,0.0008642039079245309,0.004977065724008466,0.0049625543133321156,20461159
v2-training-0238,training,238,0.0011233433507806829,0.004653620738918042,0.00589872631609487,20461160
v2-training-0239,training,239,0.0010068218907214564,0.004815379396973554,0.00417969604449897,20461161
v2-training-0240,training,240,0.0008153723995203286,0.0054019123855948495,0.005241690961372562,20461162
v2-training-0241,training,241,0.0008692964764707253,0.005956964892821997,0.00417061768189346,20461163
v2-training-0242,training,242,0.0009184291974321794,0.004648595364516844,0.0058416321934373116,20461164
v2-training-0243,training,243,0.001097342335194045,0.0051814455465681464,0.004702366009876367,20461165
v2-training-0244,training,244,0.0009361954111916219,0.0056747391501163775,0.005949667320318425,20461166
v2-training-0245,training,245,0.0010934354241958016,0.005122039819772811,0.005503928160134838,20461167
v2-training-0246,training,246,0.000978479217765415,0.004134149252651859,0.004455741940302425,20461168
v2-training-0247,training,247,0.0009025839821042347,0.005546009732560842,0.005886191989351752,20461169
v2-training-0248,training,248,0.0009496345704915462,0.004811061763131964,0.004559919164662036,20461170
v2-training-0249,training,249,0.0009425028742429706,0.0049559435668143645,0.004634461012213169,20461171
v2-training-0250,training,250,0.0011236873133316622,0.005825713170186431,0.004487805353581547,20461172
v2-training-0251,training,251,0.0008596526236561557,0.005429233330446504,0.004049606403926853,20461173
v2-training-0252,training,252,0.00094326272826469,0.004291221181029439,0.004812929288669761,20461174
v2-training-0253,training,253,0.001170377636408707,0.005583314452869476,0.005929524550897375,20461175
v2-training-0254,training,254,0.0009235393256026878,0.005973879917676771,0.005391727974928196,20461176
v2-training-0255,training,255,0.0010848066791388407,0.005021044554487016,0.004018788775941833,20461177
v2-training-0256,training,256,0.0011224194277599212,0.004082397227856732,0.004422444232495249,20461178
v2-training-0257,training,257,0.0008354922593334218,0.005235752992371349,0.00410288808042938,20461179
v2-training-0258,training,258,0.0008830162088628298,0.005803636951374385,0.005109234427235479,20461180
v2-training-0259,training,259,0.0009208942812681935,0.0048471180309269755,0.00418457905349023,20461181
v2-training-0260,training,260,0.001111723542844148,0.004567708030640893,0.005687020507090091,20461182
v2-training-0261,training,261,0.0008637986091594068,0.00559147323519937,0.004604147800499534,20461183
v2-training-0262,training,262,0.0008621539081598528,0.004855501109261561,0.005814682977259057,20461184
v2-training-0263,training,263,0.0011800382229984765,0.0054066899464638345,0.004763825072091521,20461185
v2-training-0264,training,264,0.0011176678265060584,0.004335065776307866,0.004647257337195619,20461186
v2-training-0265,training,265,0.0011389082521907974,0.005405851681716503,0.004003948024218821,20461187
v2-training-0266,training,266,0.0008205815128899541,0.004738064674581544,0.005073029408168015,20461188
v2-training-0267,training,267,0.0009414677433652887,0.005276050021659364,0.004135778445157319,20461189
v2-training-0268,training,268,0.000820293407517633,0.0050651420233793504,0.004618027282721149,20461190
v2-training-0269,training,269,0.0010745194593841864,0.00519728778730057,0.005372052420194216,20461191
v2-training-0270,training,270,0.001026374364981792,0.004032398129948794,0.005811445459132458,20461192
v2-training-0271,training,271,0.0009567069258938857,0.00531389965663873,0.00448067787070398,20461193
v2-training-0272,training,272,0.0010641890575861027,0.005488208980268162,0.00577375520876958,20461194
v2-training-0273,training,273,0.0008285216331831886,0.005451213946332201,0.00520530461599566,20461195
v2-training-0274,training,274,0.0008299391606525618,0.005670394842310446,0.005904129171699765,20461196
v2-training-0275,training,275,0.0008033938574076872,0.0056386933943195355,0.00561203420369492,20461197
v2-training-0276,training,276,0.0010906684866307196,0.004740531310657426,0.005019683580384742,20461198
v2-training-0277,training,277,0.0008239108290536437,0.004597922065587659,0.005593752531618551,20461199
v2-training-0278,training,278,0.0010860608042221251,0.004703744897493848,0.004406796079142629,20461200
v2-training-0279,training,279,0.0008804451634134589,0.004715455239985335,0.004390276866156753,20461201
v2-training-0280,training,280,0.000983379830811303,0.005129135910952343,0.005713108583894685,20461202
v2-training-0281,training,281,0.0008006369988760411,0.005172270034720259,0.005113361781414555,20461203
v2-training-0282,training,282,0.0011785705876198767,0.005156861978947326,0.004177049217933684,20461204
v2-training-0283,training,283,0.0011301263870380218,0.004935675774962544,0.004415630009946371,20461205
v2-training-0284,training,284,0.0010225923152115777,0.004400026412754233,0.005235277987976138,20461206
v2-training-0285,training,285,0.0008779192476746409,0.004096974014100907,0.00468809436198101,20461207
v2-training-0286,training,286,0.0011729288519765865,0.004542328895581613,0.005307775602910373,20461208
v2-training-0287,training,287,0.0011460111809867243,0.005226799836790898,0.004598901636851976,20461209
v2-training-0288,training,288,0.0011996966544100829,0.004639931570370654,0.005783893137634558,20461210
v2-training-0289,training,289,0.0009595835481093721,0.005308402102497755,0.004236116950700092,20461211
v2-training-0290,training,290,0.0009916808152527854,0.004443670095142897,0.004297527077799864,20461212
v2-training-0291,training,291,0.0008526896156994848,0.005347043037616288,0.005282581695821371,20461213
v2-training-0292,training,292,0.0008391454643589981,0.005679778142989586,0.005210464490745416,20461214
v2-training-0293,training,293,0.0009101446949932779,0.004837697461154129,0.004784309994327204,20461215
v2-training-0294,training,294,0.0010303869860065996,0.00428875557981232,0.005344151138167472,20461216
v2-training-0295,training,295,0.0009507244438145147,0.0047326764307029905,0.004121930949888192,20461217
v2-training-0296,training,296,0.0008932780430756304,0.004702865568396838,0.004715629990610324,20461218
v2-training-0297,training,297,0.0010674807178277285,0.00578316733626286,0.00580590451134389,20461219
v2-training-0298,training,298,0.001061377397155462,0.0040581617884336025,0.005913227983806238,20461220
v2-training-0299,training,299,0.0009927492256858797,0.004203162838779208,0.005182591846531723,20461221
v2-training-0300,training,300,0.0011364383727701173,0.005036774201202868,0.004203616019057151,20461222
v2-training-0301,training,301,0.0010852788700586933,0.0051842844969516725,0.004668624587184058,20461223
v2-training-0302,training,302,0.0009110015102594017,0.004266549536670517,0.005462561898107005,20461224
v2-training-0303,training,303,0.0010835178409605891,0.005039483520456857,0.0049867025461759465,20461225
v2-training-0304,training,304,0.00083634213143903,0.005414359179519046,0.005277776611384267,20461226
v2-training-0305,training,305,0.0010720819680328322,0.00467857684287652,0.005606645834446737,20461227
v2-training-0306,training,306,0.0011434721550758315,0.004854439160639181,0.004982419963183206,20461228
v2-training-0307,training,307,0.0009161659128399883,0.004223582415952352,0.005576120428021726,20461229
v2-training-0308,training,308,0.0010811226531550302,0.005107921731686705,0.004073490032548524,20461230
v2-training-0309,training,309,0.0011033127406993785,0.004406940929608591,0.005290459269962765,20461231
v2-training-0310,training,310,0.0010916554302190227,0.00574169821088841,0.005386543379171431,20461232
v2-training-0311,training,311,0.0009168538609067885,0.004462532905302496,0.004312425092581384,20461233
v2-training-0312,training,312,0.000830966662032495,0.004178785357887994,0.005716712612745353,20461234
v2-training-0313,training,313,0.0010574239657525192,0.005475512736444202,0.004200567855815079,20461235
v2-training-0314,training,314,0.000979281013224643,0.005024110952331677,0.00481950716715089,20461236
v2-training-0315,training,315,0.001106360715223591,0.005477224662087251,0.005981597715091378,20461237
