trajectory_id,split,index,du,dv,k,ic_seed,ic_regime,parameter_band
train-0116,train,116,0.0008750109134295961,0.004358778190882215,0.004469967498941385,11845,train,central
train-0117,train,117,0.0011835210270830408,0.00462419221213729,0.004194924215343296,11846,train,central
train-0118,train,118,0.001091889028709532,0.004943473069166367,0.005569562017184628,11847,train,central
train-0119,train,119,0.0010866457566958412,0.00533208046877274,0.005716617199281076,11848,train,central
train-0120,train,120,0.0010681392205226232,0.004509082640684383,0.00528619582816807,11849,train,central
train-0121,train,121,0.0009434734425582741,0.005593754809809538,0.004115580211074172,11850,train,central
train-0122,train,122,0.0010417016702547728,0.00471653767478017,0.004613488336908544,11851,train,central
train-0123,train,123,0.0009557944905562065,0.005719506131820723,0.005911702715844385,11852,train,central
train-0124,train,124,0.0010569521235994786,0.005802976086253581,0.004193259052234515,11853,train,central
train-0125,train,125,0.0008717219010282791,0.0054680699260651255,0.005505169645783767,11854,train,central
train-0126,train,126,0.0010488443019947237,0.005547266024523373,0.0046725050844804075,11855,train,central
train-0127,train,127,0.0010621993913851168,0.004932334359466217,0.004885296222012213,11856,train,central
train-0128,train,128,0.0011220921785865272,0.005059608907147023,0.00417038856196759,11857,train,central
train-0129,train,129,0.0010545575553661329,0.004374914372243136,0.005746405377871442,11858,train,central
train-0130,train,130,0.0009122505190471519,0.005947223914266726,0.00418554643677214,11859,train,central
train-0131,train,131,0.000944972063031142,0.004415200885916645,0.004275404317197126,11860,train,central
train-0132,train,132,0.0008091850705777846,0.005278494854632179,0.005322177114374904,11861,train,central
train-0133,train,133,0.0011564527756731595,0.004778216485752499,0.004292254097330976,11862,train,central
train-0134,train,134,0.0011091726244628949,0.004877222974933765,0.00535529401254178,11863,train,central
train-0135,train,135,0.0010445972151425773,0.005745647615837959,0.0058897237960622685,11864,train,central
train-0136,train,136,0.0009283896813806964,0.00474830235261554,0.005829530919220912,11865,train,central
train-0137,train,137,0.0008365798907708688,0.005399306363157504,0.004095375000711089,11866,train,central
train-0138,train,138,0.0011002597330646874,0.004242184641983317,0.005590898061470178,11867,train,central
train-0139,train,139,0.0010455855013586034,0.005523675357963925,0.0055253800814699635,11868,train,central
train-0140,train,140,0.0008468179193855398,0.005071862447781745,0.00452103859283379,11869,train,central
train-0141,train,141,0.0009048833798306303,0.004606395554497629,0.005014276347628462,11870,train,central
train-0142,train,142,0.0011591247859871097,0.005134759329797552,0.004768246427519995,11871,train,central
train-0143,train,143,0.0009564766763509591,0.005381295485800604,0.004727144568800246,11872,train,central
train-0144,train,144,0.0009052174142276155,0.0048727289064761335,0.004202389943986988,11873,train,central
train-0145,train,145,0.0008673233187300278,0.005507446694485177,0.0057884750473169546,11874,train,central
train-0146,train,146,0.0009101090414412593,0.004023325566980415,0.005603703652513168,11875,train,central
train-0147,train,147,0.0009321303553607162,0.005324974684321406,0.0045692930719536656,11876,train,central
train-0148,train,148,0.0011635544962478803,0.0044724828762682444,0.0055424647809690876,11877,train,central
train-0149,train,149,0.0009632691990840008,0.004025766934729979,0.0042455155489009855,11878,train,central
train-0150,train,150,0.000977287000471718,0.004310376611546057,0.005389216335219929,11879,train,central
train-0151,train,151,0.001088037233849016,0.004986516619491157,0.005991643739205774,11880,train,central
train-0152,train,152,0.0008893253178876912,0.005682637549098631,0.005953957428205224,11881,train,central
train-0153,train,153,0.0011883356951988971,0.00598907149530022,0.0044348549384942,11882,train,central
train-0154,train,154,0.0009367078179724066,0.005026156629941148,0.004777933823419246,11883,train,central
train-0155,train,155,0.0009395513282328925,0.004646666445590171,0.0042172384132305556,11884,train,central
train-0156,train,156,0.0011659032642107648,0.0054176385515453075,0.00566937708054973,11885,train,central
train-0157,train,157,0.0010775629302865086,0.005965293978251157,0.004713313203897207,11886,train,central
train-0158,train,158,0.0008457446007985659,0.004979079937006934,0.004995084674818729,11887,train,central
train-0159,train,159,0.0010003626447166786,0.00459520906927798,0.005369993772971485,11888,train,central
train-0160,train,160,0.0009897442057468526,0.005568977085087042,0.004007707046422292,11889,train,central
train-0161,train,161,0.001129656685610866,0.005237661348983021,0.005486886109294516,11890,train,central
train-0162,train,162,0.000933999959682045,0.004487871865777838,0.004916143444607816,11891,train,central
train-0163,train,163,0.0008814964021123645,0.005930044366052056,0.004611413251086469,11892,train,central
train-0164,train,164,0.001025166768994213,0.0041069385074485685,0.005662285989988045,11893,train,central
train-0165,train,165,0.000972769564203026,0.005830184709928001,0.0048027715901465705,11894,train,central
train-0166,train,166,0.000865412517991558,0.004994948307823438,0.005061148206316151,11895,train,central
train-0167,train,167,0.0010193867113293738,0.004153324531047438,0.004402293868088452,11896,train,central
train-0168,train,168,0.0011148830465737773,0.0052958810012244915,0.005210862012381081,11897,train,central
train-0169,train,169,0.0008039807587402343,0.005475878317930685,0.004311351660360426,11898,train,central
train-0170,train,170,0.0008338520769855079,0.0048310394146045925,0.004476219063906059,11899,train,central
train-0171,train,171,0.0008640200934355017,0.004690323626961167,0.005737768766585545,11900,train,central
train-0172,train,172,0.0009464740070486912,0.004272020885481305,0.004056109131694066,11901,train,central
train-0173,train,173,0.0010082416686604092,0.005044048916037263,0.004209318119887268,11902,train,central
train-0174,train,174,0.0009403543243389558,0.005818045573086071,0.004690861169564243,11903,train,central
train-0175,train,175,0.001108234809153741,0.0046816109405988455,0.00417689613195967,11904,train,central
train-0176,train,176,0.0008486850651837996,0.0041311831413053095,0.004706344515117824,11905,train,central
train-0177,train,177,0.0008298199844226208,0.004901574659904984,0.004825881624097392,11906,train,central
train-0178,train,178,0.0010895837190137815,0.004042663785917719,0.005663380666695573,11907,train,central
train-0179,train,179,0.0011842743318820044,0.004653291817295416,0.00546577589781881,11908,train,central
train-0180,train,180,0.0010394499505188043,0.004251158039488081,0.005178005144906836,11909,train,central
train-0181,train,181,0.0008620135238639161,0.004262769602251405,0.004128176030909223,11910,train,central
train-0182,train,182,0.001132358139425222,0.00505039862765487,0.0054778287710047485,11911,train,central
train-0183,train,183,0.0008767668346500618,0.004438729583566077,0.004634680406170422,11912,train,central
train-0184,train,184,0.0009241772805572849,0.0048588118483338955,0.005096971288898238,11913,train,central
train-0185,train,185,0.0008787812705756795,0.005175008498994349,0.0059361590986437025,11914,train,central
train-0186,train,186,0.0010107075436047337,0.005404603309889592,0.0057639656560208325,11915,train,central
train-0187,train,187,0.0008982351916866707,0.005183427840560615,0.0044105668040315205,11916,train,central
train-0188,train,188,0.0010279097927428705,0.005705124731892308,0.004132168288940831,11917,train,central
train-0189,train,189,0.001071723176690805,0.005726401121024566,0.005245142919615897,11918,train,central
train-0190,train,190,0.001065604147416529,0.004341688269311234,0.005558585482916174,11919,train,central
train-0191,train,191,0.0008317223109503269,0.004961819806069518,0.004699589381074591,11920,train,central
train-0192,train,192,0.0008872750644626264,0.004708442120492742,0.005188161723327929,11921,train,central
train-0193,train,193,0.0010470100099379753,0.004463621349007982,0.004467523844625069,11922,train,central
train-0194,train,194,0.0008300520928779408,0.005883263331914399,0.0055068586631984336,11923,train,central
train-0195,train,195,0.001102624375722992,0.004796750915419128,0.004583109875430624,11924,train,central
train-0196,train,196,0.001151316540233403,0.005092843885436758,0.0056498894473760615,11925,train,central
train-0197,train,197,0.0010987841185992181,0.005142186338390977,0.004394842649519847,11926,train,central
train-0198,train,198,0.0009680659861988624,0.005762848179412496,0.005632231186959013,11927,train,central
train-0199,train,199,0.0009257517899650297,0.005841358169935871,0.004387961059940735,11928,train,central
train-0200,train,200,0.0008749855590799846,0.005339458597021322,0.0044206006018730065,11929,train,central
train-0201,train,201,0.0010025000775145364,0.004135236343548284,0.00593885890643195,11930,train,central
train-0202,train,202,0.0008494089395217287,0.004788037489576338,0.004959600007029258,11931,train,central
train-0203,train,203,0.0010674375203407966,0.0042881226072288055,0.004649293092556751,11932,train,central
train-0204,train,204,0.0009998157898800778,0.004319394678676718,0.005172323280592611,11933,train,central
train-0205,train,205,0.001085839272234188,0.004835701891846891,0.004981576667184795,11934,train,central
train-0206,train,206,0.0009232798066570958,0.005855105277462992,0.005243705981378996,11935,train,central
train-0207,train,207,0.0008179897687346639,0.00585797104271371,0.004743905303805414,11936,train,central
train-0208,train,208,0.0009147571703644739,0.005128724188967395,0.004121197562857271,11937,train,central
train-0209,train,209,0.0011971632353729863,0.005433640786605076,0.0050062982619015015,11938,train,central
train-0210,train,210,0.0010808367520807477,0.0053110611991259654,0.004456102643744767,11939,train,central
train-0211,train,211,0.0010212782911169632,0.004185334262458325,0.005532096414785549,11940,train,central
train-0212,train,212,0.0011251429351689306,0.005878429546178355,0.0047545864058229515,11941,train,central
train-0213,train,213,0.0008021627318898067,0.004116655836018576,0.00475766347203482,11942,train,central
train-0214,train,214,0.0011505340443698124,0.004206474220629936,0.005054122896652828,11943,train,central
train-0215,train,215,0.0009486420912064764,0.005042194912769927,0.005630984079704124,11944,train,central
train-0216,train,216,0.001180323917225964,0.004046369541138581,0.005218781202318888,11945,train,central
train-0217,train,217,0.0011019072637354957,0.005552816837014175,0.004087488145632608,11946,train,central
train-0218,train,218,0.001003881624322465,0.004500794414759196,0.005032983420195743,11947,train,central
train-0219,train,219,0.001148493703893356,0.005696607081065093,0.005594755554474969,11948,train,central
train-0220,train,220,0.001092705272616424,0.0048233525299761285,0.004000548673357744,11949,train,central
train-0221,train,221,0.0011181855734048076,0.004891854266013004,0.004544965698646641,11950,train,central
train-0222,train,222,0.001166370333469707,0.005651542528790975,0.004017294702245499,11951,train,central
train-0223,train,223,0.0008940319323717804,0.004633441943100047,0.005879906207728841,11952,train,central
train-0224,train,224,0.0008777024257506982,0.0045653193913812165,0.00423685562290273,11953,train,central
train-0225,train,225,0.0008075249712626172,0.005264585666490923,0.004503254529401217,11954,train,central
train-0226,train,226,0.0011062803918457367,0.005330431297702921,0.004166625941951104,11955,train,central
train-0227,train,227,0.0011685572199385736,0.005008615140989603,0.005995921361433253,11956,train,central
train-0228,train,228,0.0008933122138530386,0.0056284686527369775,0.005824589253432971,11957,train,central
train-0229,train,229,0.000967047546150879,0.00457306171817758,0.005289549824915544,11958,train,central
train-0230,train,230,0.0009010372785284031,0.004930296541864703,0.005136852950970999,11959,train,central
train-0231,train,231,0.0009331256179532232,0.004660362411148273,0.005122412487755721,11960,train,central
train-0232,train,232,0.0009199548818206419,0.004412330828074321,0.005903816608993361,11961,train,central
train-0233,train,233,0.0010340850568720766,0.004197387442222287,0.005759974950039099,11962,train,central
train-0234,train,234,0.001016345229585494,0.0057798126725262175,0.005719121850539402,11963,train,central
train-0235,train,235,0.0010711425960127044,0.004299478163137764,0.005268806293024438,11964,train,central
train-0236,train,236,0.00112383911103007,0.004551432166428567,0.005251078510574643,11965,train,central
train-0237,train,237,0.001079515428591584,0.004426494319336708,0.004239232923395255,11966,train,central
train-0238,train,238,0.0011554038626203356,0.00557796231736162,0.00456475446703641,11967,train,central
train-0239,train,239,0.0011379163575544339,0.005741222330308095,0.005065661200942368,11968,train,central
train-0240,train,240,0.0010312710492827607,0.0054470452141449,0.004296344083523303,11969,train,central
train-0241,train,241,0.0009506759836410805,0.0054514120351699304,0.004385008485000532,11970,train,central
train-0242,train,242,0.0010942904167374464,0.004375634778216551,0.005104747106228558,11971,train,central
train-0243,train,243,0.0011958649040882488,0.005537604440106879,0.005947382237083201,11972,train,central
train-0244,train,244,0.0009706450210069961,0.0041563591287737175,0.0045887282806934,11973,train,central
train-0245,train,245,0.0009981373543142913,0.005788874690044129,0.0056148403868613115,11974,train,central
train-0246,train,246,0.0008415865910604784,0.005364496314193399,0.005884156258947925,11975,train,central
train-0247,train,247,0.0009601368965178309,0.005924085678214795,0.00554538784165495,11976,train,central
train-0248,train,248,0.0009875334582080857,0.004887036278509494,0.004221128149812549,11977,train,central
train-0249,train,249,0.000858023342737972,0.004033572375333493,0.005110929894612118,11978,train,central
train-0250,train,250,0.0008234665776344859,0.004223435485661015,0.005582408411544847,11979,train,central
train-0251,train,251,0.001047766477189144,0.004516755867097446,0.005677636755618704,11980,train,central
train-0252,train,252,0.0008334717413902529,0.004640058681339718,0.0043516905479472085,11981,train,central
train-0253,train,253,0.0010637401588881386,0.005146015535747858,0.004269246893044832,11982,train,central
train-0254,train,254,0.0011768271677769396,0.005443014322326951,0.005913019109055426,11983,train,central
train-0255,train,255,0.000903009404673123,0.004992623238226832,0.004902521611736894,11984,train,central
train-0256,train,256,0.000844316437072034,0.004002125752390776,0.00531369935785919,11985,train,central
train-0257,train,257,0.0009161619684922214,0.0056379300388358,0.00462563195091839,11986,train,central
train-0258,train,258,0.001075308705153466,0.0044040397161683184,0.004683418979082842,11987,train,central
train-0259,train,259,0.0008556059203229285,0.005717543404492017,0.00584399984727308,11988,train,central
train-0260,train,260,0.0011371332647902852,0.004306154601342479,0.00555468682666429,11989,train,central
train-0261,train,261,0.0011992919129326582,0.005013342968252326,0.00523156542805538,11990,train,central
train-0262,train,262,0.0008838175744318713,0.0044784289549900025,0.004806262995308977,11991,train,central
train-0263,train,263,0.0010553230977713764,0.005734713152533453,0.005497968805363286,11992,train,central
train-0264,train,264,0.0010325647156635123,0.0049185224507054,0.004933486786264237,11993,train,central
train-0265,train,265,0.000899357815539821,0.004484212290330175,0.004495111534627133,11994,train,central
train-0266,train,266,0.0011545170641531102,0.005260872995242118,0.00448819110486599,11995,train,central
train-0267,train,267,0.0010739493021964643,0.0057065737091162565,0.0055650408088537065,11996,train,central
train-0268,train,268,0.001040191578199933,0.005820096368017923,0.004253778459166262,11997,train,central
train-0269,train,269,0.0010950344976042603,0.004738188099572505,0.005640350961566969,11998,train,central
train-0270,train,270,0.0009096974005208929,0.005587654331078173,0.005084464843227688,11999,train,central
train-0271,train,271,0.000975707931173735,0.0040580616900812464,0.005438143658573896,12000,train,central
train-0272,train,272,0.0008547215429392774,0.004730675626452844,0.005965862917018073,12001,train,central
train-0273,train,273,0.0011722674919053791,0.005632006852663707,0.005380659129670069,12002,train,central
train-0274,train,274,0.0010353996705209701,0.005985747859325192,0.00488031745558716,12003,train,central
train-0275,train,275,0.0011349046002922553,0.004259221097102429,0.004457128531115391,12004,train,central
train-0276,train,276,0.0011690960608435228,0.005393669348038506,0.0041416903034710096,12005,train,central
train-0277,train,277,0.0009589106553574458,0.004971235201102777,0.004370738719173714,12006,train,central
train-0278,train,278,0.0011752678941983855,0.005293469681745952,0.005688420264523469,12007,train,central
train-0279,train,279,0.001023117726356534,0.005285657518791104,0.005183173606918031,12008,train,central
train-0280,train,280,0.0011038698896409568,0.005934012294072172,0.005488604906559113,12009,train,central
train-0281,train,281,0.001162065090967303,0.0057948299152562055,0.0046653121820055335,12010,train,central
train-0282,train,282,0.0008009023582703791,0.0048462283313236276,0.004077535595142769,12011,train,central
train-0283,train,283,0.0010302194946908674,0.004964362996629698,0.005042214936950659,12012,train,central
train-0284,train,284,0.0011457451051186999,0.00424825790170352,0.004148106773253648,12013,train,central
train-0285,train,285,0.0009789745066592082,0.004909461049779971,0.004020110370311024,12014,train,central
train-0286,train,286,0.0008026561658043541,0.005950964258952159,0.005204820545824223,12015,train,central
train-0287,train,287,0.0008922179690737481,0.005111196814367269,0.005142658760096243,12016,train,central
train-0288,train,288,0.000824585330079381,0.004668423996438796,0.004041569949509447,12017,train,central
train-0289,train,289,0.0009513765816221639,0.0056590115821165445,0.00526714370598377,12018,train,central
train-0290,train,290,0.0011910655698783358,0.005344222007582963,0.00544617802959553,12019,train,central
train-0291,train,291,0.0008728392204105638,0.005195746685687518,0.005416013348012057,12020,train,central
train-0292,train,292,0.0011104961360142178,0.004140153774864669,0.004330798498184693,12021,train,central
train-0293,train,293,0.0011918270961639597,0.004693819449124198,0.004069781526442543,12022,train,central
train-0294,train,294,0.0011799467718861438,0.004237044731601456,0.005651196982993406,12023,train,central
train-0295,train,295,0.0010821424149910826,0.0056808171562606515,0.005074799441926294,12024,train,central
train-0296,train,296,0.0008065444998302264,0.004101697887185678,0.00580475332089072,12025,train,central
train-0297,train,297,0.0010125383834317246,0.0047699822214767405,0.005422568527883438,12026,train,central
train-0298,train,298,0.0008281452854868136,0.004675195999367633,0.0047718181715482085,12027,train,central
train-0299,train,299,0.0010175022728784314,0.0049237351748507695,0.005030038341612162,12028,train,central
train-0300,train,300,0.0008861762049198149,0.004083848512812692,0.004551021121411421,12029,train,central
train-0301,train,301,0.0010983971414424705,0.005488639693249543,0.005404219131802339,12030,train,central
train-0302,train,302,0.0011464325989701844,0.005457538202762505,0.005307564764975408,12031,train,central
train-0303,train,303,0.00101523591259892,0.004956047497765207,0.004842874248117086,12032,train,central
train-0304,train,304,0.00093541407002561,0.005605331216999732,0.004911967864213162,12033,train,central
train-0305,train,305,0.0009207340166621865,0.005167788519994776,0.005785483276392653,12034,train,central
train-0306,train,306,0.0011283747908553425,0.00537298979879967,0.00525995917587979,12035,train,central
train-0307,train,307,0.0010768523236049537,0.004575557436161289,0.004864317557539041,12036,train,central
train-0308,train,308,0.000869442152806929,0.005971222450038167,0.0046514000005949815,12037,train,central
train-0309,train,309,0.0011443325852663055,0.005759585025725181,0.005794044439501665,12038,train,central
train-0310,train,310,0.0009746669584986805,0.00445803611063262,0.0044446669319278855,12039,train,central
train-0311,train,311,0.0008962453389737468,0.005272578182241706,0.004542179718948259,12040,train,central
train-0312,train,312,0.0008877691955757045,0.005079759140466803,0.004599386564907904,12041,train,central
train-0313,train,313,0.0008135329605503381,0.004671542633719177,0.004160724315849443,12042,train,central
train-0314,train,314,0.0010052160363604235,0.004017588064442607,0.005985217477309764,12043,train,central
train-0315,train,315,0.0009931471644830606,0.005201485409635653,0.005578601918789732,12044,train,central
